关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
POWER TRANSMISSION & CONTROL,Valve positioning sensor,满足系统持续运行要求,,,2.0,1,Spurious operation,Faulty signal/indication/alarm,2,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Programmable Logic Controller (PLC),满足系统持续运行要求,,,2.0,1,Fail to function on demand,Clearance/alignment failure,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Programmable Logic Controller (PLC),满足系统持续运行要求,,,2.0,1,Low output,Control failure,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Programmable Logic Controller (PLC),满足系统持续运行要求,,,1.0,1,Minor in-service problems,Earth/isolation fault,4,2,,,Zenodo/All PowerTransmission & Control
POWER TRANSMISSION & CONTROL,Programmable Logic Controller (PLC),满足系统持续运行要求,,,2.0,1,Spurious operation,Fault power/voltage,4,2,,,Zenodo/All PowerTransmission & Control
Reaction & Stationing,Fiber Rope,满足系统持续运行要求,,,3.0,3,Material Failure,Fatigue,4,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Chain,满足系统持续运行要求,,,3.0,3,Material Failure,Fatigue,5,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Joints & Connections,满足系统持续运行要求,,,3.0,3,Material Failure,Fatigue,4,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Floating Support Structure,满足系统持续运行要求,,,3.0,3,Instability,Fatigue,2,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Floating Support Structure,满足系统持续运行要求,,,2.0,3,Change in Bouyancy,Corrosion,2,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Floating Support Structure,满足系统持续运行要求,,,2.0,2,Change in Hydrodynamic Properties,Wear,2,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Floating Support Structure,满足系统持续运行要求,,,3.0,5,Loss of Support,Ultimate Limit State,3,2,,,Zenodo/AllReaction&Stationing
Reaction & Stationing,Fixed Support Structure,满足系统持续运行要求,,,3.0,5,Loss of Support,Fatigue,2,2,,,Zenodo/AllReaction&Stationing
